CRIM,RM,AGE,DIS,TAX,PTRATIO,PRICE
0.28643,6.017,40.8,4.4527,470.0,13.07,37.44
0.86873,5.615,47.6,8.6016,404.0,19.81,29.37
0.22437,6.117,93.4,3.988,545.0,21.1,29.52
0.96326,5.222,43.2,3.0967,546.0,15.83,30.65
0.01314,6.165,57.6,3.031,204.0,18.31,38.22
0.96991,6.417,91.2,4.7632,511.0,16.3,33.61
0.04412,5.003,76.6,5.7295,384.0,16.38,26.98
0.89125,6.187,25.0,10.1404,596.0,15.1,29.65
0.52817,6.614,31.8,2.3188,393.0,19.62,35.28
0.99297,5.395,20.6,9.0842,595.0,21.36,25.18
0.07472,6.836,70.5,6.846,502.0,21.41,34.15
0.5543,6.21,55.8,4.1674,299.0,13.75,36.71
0.96933,5.647,30.7,6.421,415.0,20.75,31.4
0.52357,5.972,96.6,4.2994,597.0,19.37,27.96
0.62977,6.279,62.4,7.5569,543.0,14.53,33.89
0.69605,6.038,39.4,5.7723,239.0,12.67,40.15
0.45509,6.269,60.0,2.8085,483.0,14.68,36.27
0.62793,5.54,74.4,2.2824,338.0,21.12,29.64
0.58473,6.085,26.1,7.0137,203.0,18.33,34.55
0.90126,5.293,42.0,10.9265,361.0,19.21,27.09
0.0464,5.944,84.6,4.7835,294.0,14.57,33.28
0.28168,5.548,56.8,9.063,528.0,19.19,27.13
0.95046,5.632,63.7,8.2453,335.0,12.28,35.15
0.89037,6.618,54.6,11.2471,531.0,15.75,34.13
0.4562,6.546,23.5,10.0308,200.0,18.27,34.96
0.62051,6.305,33.3,7.2327,323.0,13.46,41.35
0.2781,5.454,55.6,8.2273,296.0,20.23,30.38
0.18893,5.842,36.7,10.8823,293.0,14.35,31.92
0.46423,6.607,24.0,5.3947,227.0,18.52,37.59
0.354,6.071,87.5,4.5947,275.0,16.05,35.08
0.58407,7.16,98.5,1.1189,422.0,17.96,41.54
0.07866,6.197,83.5,10.0921,317.0,13.07,33.5
0.97442,6.096,88.3,9.8108,367.0,12.17,36.58
0.98622,5.845,39.4,2.149,351.0,21.1,34.86
0.69846,6.067,96.9,7.3454,550.0,14.7,30.5
0.53656,5.924,35.8,6.1038,562.0,20.2,29.78
0.31022,6.354,96.1,2.3058,397.0,21.99,30.23
0.81398,6.478,99.6,11.7863,332.0,14.11,34.86
0.68505,5.607,76.9,3.3617,243.0,14.65,33.88
0.16345,5.334,98.5,1.7396,581.0,18.63,28.48
0.91102,5.082,65.6,7.5433,224.0,21.65,29.59
0.82271,6.254,40.8,9.1275,319.0,21.16,31.54
0.94985,5.448,55.0,1.3569,319.0,17.03,28.2
0.72599,4.924,67.5,8.2459,328.0,19.95,26.29
0.6138,6.194,25.8,6.8552,266.0,13.36,38.77
0.41882,7.246,69.8,2.1359,513.0,21.77,36.98
0.9328,5.997,98.5,2.8978,249.0,21.64,31.02
0.8662,6.419,35.2,7.2477,454.0,13.64,37.05
0.04617,6.041,83.4,4.2599,250.0,14.99,38.86
0.02734,5.951,92.6,11.3215,228.0,13.0,35.68
0.37709,6.46,95.5,10.0061,564.0,14.72,32.5
0.81074,5.855,96.8,11.8192,276.0,20.16,28.76
0.98729,6.134,61.7,3.8564,529.0,15.78,33.03
0.15127,6.161,98.2,11.667,418.0,12.88,37.1
0.59454,5.666,80.6,5.7436,231.0,15.42,33.08
0.38151,6.496,32.9,4.8227,582.0,21.81,32.57
0.96994,5.913,58.2,1.5538,299.0,18.3,32.92
0.84228,5.622,77.5,1.5804,544.0,16.16,32.73
0.83849,6.268,39.8,8.6121,268.0,13.67,41.41
0.46922,5.551,71.2,6.0372,542.0,21.86,27.73
0.4154,6.014,73.3,3.4917,205.0,20.21,33.98
0.27413,5.995,33.0,7.7537,405.0,14.81,34.92
0.05732,6.543,65.2,3.7814,508.0,12.7,32.78
0.86486,6.237,81.7,7.3539,574.0,12.57,35.3
0.81309,5.987,59.9,4.9513,564.0,13.2,33.77
0.99972,6.409,21.0,10.0591,528.0,17.81,34.58
0.99664,6.695,20.7,10.0277,555.0,21.29,31.73
0.55588,6.279,48.6,6.2509,280.0,16.97,35.35
0.76922,6.005,94.1,4.859,314.0,20.43,30.67
0.94482,5.344,38.3,4.9882,316.0,16.46,33.75
0.8498,5.467,70.7,9.8629,351.0,19.09,28.0
0.2481,5.847,37.8,4.61,357.0,19.32,36.99
0.45109,5.695,45.7,3.2997,418.0,13.74,35.03
0.13003,5.907,87.8,1.9316,264.0,15.61,32.45
0.9541,6.028,78.3,6.1336,476.0,18.37,30.89
0.60657,6.265,27.6,6.3035,267.0,12.71,37.6
0.22941,5.965,54.3,10.25,324.0,15.62,29.59
0.67203,6.243,22.3,3.4336,401.0,17.35,39.04
0.61851,6.032,58.5,5.1909,519.0,21.96,31.29
0.3588,5.012,73.0,9.8925,496.0,16.75,27.44
0.11444,5.53,29.5,10.0599,458.0,20.16,29.37
0.6719,5.928,43.1,5.2307,262.0,16.32,32.42
0.52079,5.395,51.8,6.0504,419.0,19.96,27.81
0.77255,6.3,93.6,4.3361,235.0,17.95,36.8
0.52064,6.765,99.5,11.2581,351.0,20.87,31.28
0.85233,6.609,23.6,2.3051,365.0,16.11,33.68
0.55235,5.893,80.9,11.2712,216.0,18.04,31.87
0.56138,6.745,49.7,8.5225,310.0,18.3,36.72
0.87678,6.074,51.4,6.8473,582.0,16.17,32.39
0.40408,5.831,80.3,1.3592,581.0,13.44,34.2
0.13488,5.693,93.5,6.2316,341.0,12.94,34.74
0.02975,5.849,96.1,5.4852,217.0,12.17,36.51
0.75538,5.806,66.2,2.7734,272.0,20.74,34.41
0.62069,6.085,48.6,8.2205,357.0,14.36,32.22
0.70438,6.08,83.0,11.6827,579.0,14.12,32.38
0.21375,6.002,40.1,7.1841,256.0,19.36,35.28
0.13724,6.218,65.1,8.8623,505.0,15.2,31.17
0.01553,6.595,48.7,1.753,243.0,17.06,36.19
0.35124,6.475,72.5,5.5943,593.0,13.63,33.67
0.59033,5.258,39.2,2.2799,353.0,21.6,27.71
0.39285,4.723,35.3,7.7408,510.0,20.52,25.96
0.43804,6.467,93.5,11.3233,337.0,20.64,31.13
0.90425,5.317,28.1,8.2796,451.0,16.07,28.38
0.34891,5.888,60.5,1.8448,277.0,19.62,32.28
0.51448,5.415,37.7,4.9013,258.0,13.44,36.64
0.78387,5.099,23.1,7.0573,575.0,12.09,30.23
0.39715,6.271,22.9,5.4353,567.0,12.2,36.25
0.62246,6.38,34.0,10.1701,555.0,17.87,32.83
0.8625,5.712,89.3,9.9614,450.0,16.55,32.27
0.94957,4.704,42.6,7.7301,523.0,17.18,23.9
0.14793,5.727,96.0,5.108,228.0,12.07,37.98
0.92666,6.196,66.5,3.8087,334.0,16.23,35.73
0.49262,5.261,54.9,2.1646,325.0,19.18,29.82
0.25899,6.092,66.4,4.9039,454.0,16.43,38.6
0.45968,5.992,61.3,5.5449,342.0,19.32,30.59
0.98005,6.29,80.7,8.4341,259.0,14.33,35.39
0.49313,6.06,42.6,8.2398,439.0,20.13,29.21
0.32942,5.513,48.2,1.7712,526.0,17.88,32.3
0.63377,6.598,91.5,5.3479,353.0,14.11,40.65
0.24091,5.921,95.7,2.9996,253.0,14.37,38.64
0.07679,5.986,91.4,2.7249,279.0,18.28,36.12
0.12975,5.533,53.6,10.1003,295.0,20.3,29.48
0.12892,5.778,82.4,1.4611,320.0,16.16,33.05
0.15275,5.558,58.1,5.611,457.0,14.58,28.65
0.13969,5.914,59.8,2.8502,440.0,20.67,35.47
0.64123,6.856,36.4,10.6726,478.0,18.69,36.55
0.1827,5.314,67.3,7.1274,345.0,16.48,29.36
0.34632,5.193,34.9,3.5452,530.0,16.88,31.95
0.89689,6.736,46.5,6.5267,282.0,14.04,37.75
0.47449,5.895,88.4,9.0463,388.0,18.27,31.57
0.66789,5.665,36.6,11.5393,520.0,15.59,30.24
0.17315,6.52,25.7,3.4249,272.0,21.96,37.63
0.1931,5.697,25.5,10.748,244.0,16.8,33.51
0.04183,6.913,95.3,11.2773,553.0,16.86,31.57
0.16977,6.339,60.6,11.0806,337.0,17.66,34.53
0.27931,5.756,52.8,7.9896,474.0,21.17,31.23
0.17783,7.079,84.9,7.928,210.0,20.01,38.01
0.08961,5.697,86.9,5.4353,476.0,16.51,32.28
0.12152,6.371,46.6,9.2764,326.0,19.19,32.59
0.46132,6.15,75.5,6.8442,222.0,17.86,34.68
0.20713,6.651,81.7,8.4518,444.0,16.92,33.86
0.36491,6.781,72.4,5.713,296.0,13.92,40.98
0.50391,6.016,32.1,9.0465,355.0,16.64,34.25
0.6907,5.623,90.1,10.0692,232.0,14.46,33.88
0.04027,6.23,63.1,2.6108,259.0,21.15,36.73
0.79961,5.661,42.6,10.1622,319.0,15.35,34.11
0.62827,7.007,54.0,6.9433,236.0,21.52,38.14
0.08268,6.068,23.0,10.2913,564.0,17.33,30.25
0.87371,5.817,30.2,5.7443,202.0,18.32,34.41
0.92095,6.092,81.2,5.1694,394.0,17.43,31.81
0.06202,5.326,20.0,11.0657,249.0,13.29,32.96
0.2776,5.514,53.3,3.7629,323.0,15.76,32.22
0.8064,6.6,61.8,10.2863,570.0,12.99,33.53
0.74851,5.672,24.4,6.3242,265.0,18.23,29.31
0.18534,5.477,97.8,6.655,586.0,16.47,26.6
0.21014,6.268,38.1,4.3932,282.0,19.78,35.89
0.3711,6.593,44.3,7.3035,497.0,14.2,34.22
0.48504,6.359,44.3,4.5773,419.0,13.65,37.32
0.61864,6.498,38.4,1.432,554.0,16.06,39.97
0.36954,5.622,20.1,3.992,422.0,21.27,32.71
0.46307,5.289,78.3,1.0702,414.0,19.1,32.25
0.74772,6.751,97.3,11.7619,278.0,16.19,37.02
0.03765,5.839,37.9,11.6232,266.0,17.17,35.8
0.25318,5.875,73.0,5.3467,567.0,12.84,31.45
0.71364,6.664,79.4,9.0121,331.0,21.85,32.26
0.89531,6.278,87.9,4.8039,349.0,18.66,28.05
0.51217,6.228,53.8,8.382,504.0,14.85,36.5
0.53258,7.083,44.2,9.8597,336.0,17.86,41.64
0.10806,5.678,46.0,11.4143,581.0,13.09,30.21
0.44796,6.464,77.0,5.4023,495.0,21.66,31.42
0.53308,6.029,85.3,9.6163,439.0,13.75,31.62
0.24323,6.134,34.5,3.9252,552.0,18.48,33.73
0.26997,6.764,49.7,11.8937,220.0,14.45,41.64
0.37791,6.254,92.2,1.2835,303.0,19.18,30.95
0.02105,6.269,84.5,7.6388,386.0,19.77,33.35
0.32276,6.536,98.8,8.2546,291.0,18.73,34.08
0.21224,5.818,80.3,8.5685,498.0,18.14,30.04
0.32817,5.58,51.5,2.3243,568.0,20.92,29.5
0.12064,5.478,67.3,11.3238,370.0,12.79,31.57
0.89064,5.017,72.9,2.993,337.0,15.31,29.62
0.594,7.028,26.3,7.8503,585.0,14.48,37.97
0.67942,5.448,63.6,3.4494,378.0,21.88,30.52
0.78938,5.889,76.7,4.3794,396.0,15.89,33.81
0.49894,5.862,33.4,7.011,341.0,19.33,33.02
0.08783,6.154,82.5,5.5891,564.0,18.85,28.53
0.53757,6.408,66.7,2.7625,428.0,14.12,36.12
0.58725,6.43,96.2,2.8803,505.0,14.39,36.95
0.74569,5.708,23.4,5.5996,525.0,14.81,32.77
0.43223,5.916,41.2,9.3301,337.0,16.11,35.16
0.12845,6.141,68.1,10.8776,373.0,14.34,38.06
0.28449,5.876,43.7,1.9254,539.0,12.2,37.13
0.36372,6.804,77.2,5.3241,345.0,20.79,35.8
0.64627,6.245,80.7,2.1027,518.0,21.66,30.03
0.57121,6.367,28.2,1.1825,576.0,15.42,30.89
0.35674,6.331,61.1,8.2789,449.0,15.39,34.47
0.98653,6.587,60.7,7.6269,497.0,12.07,36.44
0.60617,6.091,49.5,2.7932,522.0,18.8,33.27
0.23799,5.352,94.6,3.5719,538.0,20.25,26.28
0.10268,6.2,86.2,1.2608,358.0,13.47,36.15
0.15371,5.674,75.8,10.1844,221.0,13.6,30.41
0.24671,5.736,77.1,11.7216,361.0,19.9,27.46
0.16152,6.293,56.9,2.4901,470.0,18.16,35.35
0.18738,6.619,93.7,3.5462,380.0,12.45,41.89
0.28581,6.011,75.6,10.5525,500.0,18.23,30.22
0.1742,6.154,78.3,11.1911,343.0,15.09,34.78
0.89687,6.851,88.9,5.6159,454.0,15.69,38.54
0.08115,6.12,41.9,1.5568,275.0,19.7,33.77
0.52499,7.301,84.6,1.4333,500.0,20.11,38.1
0.41099,6.283,35.6,7.3134,418.0,16.0,34.02
0.9824,5.12,47.6,5.3218,282.0,21.47,29.79
0.11293,6.377,46.8,1.3152,317.0,16.06,38.26
0.39846,6.191,98.3,7.4158,499.0,19.72,31.07
0.9695,6.645,88.5,1.1243,393.0,16.84,34.95
0.86564,6.337,76.1,9.6611,286.0,20.98,34.1
0.81725,5.931,78.2,4.3708,587.0,21.08,32.79
0.25864,5.388,65.0,1.4428,486.0,12.87,30.26
0.17172,5.895,95.8,7.4719,583.0,21.36,26.83
0.66897,5.575,59.7,5.3745,371.0,20.26,30.3
0.92945,5.71,50.4,11.7118,390.0,19.91,30.95
0.55721,6.294,33.0,6.9862,559.0,14.01,34.09
0.57204,6.835,82.9,4.0276,410.0,20.05,29.81
0.2807,6.197,78.8,8.8038,483.0,20.5,33.36
0.76972,5.402,50.7,3.9864,301.0,14.89,34.37
0.18786,6.222,22.0,10.9467,379.0,21.52,29.13
0.32436,6.598,87.1,5.1219,249.0,12.5,38.24
0.42601,5.695,20.9,7.0486,282.0,13.5,38.79
0.5081,5.933,76.3,1.5563,200.0,17.38,38.02
0.24317,6.007,97.6,5.6873,216.0,17.76,35.69
0.11572,5.608,55.0,10.156,591.0,18.45,27.81
0.61101,6.324,38.8,9.8621,297.0,12.17,38.29
0.28934,5.94,76.4,3.4675,465.0,21.6,29.86
0.58166,6.21,85.4,3.4869,536.0,12.45,37.17
0.15521,5.556,63.7,9.9904,420.0,13.43,30.13
0.48166,5.781,97.4,11.2344,261.0,12.14,32.2
0.53306,6.361,24.1,2.049,491.0,17.67,37.68
0.05277,5.814,60.4,5.9506,440.0,21.32,29.89
0.33727,6.863,77.5,4.712,493.0,18.66,38.38
0.13528,5.8,89.0,10.5776,508.0,20.23,26.61
0.06431,6.112,34.3,1.9188,590.0,12.13,36.04
0.98997,6.466,84.0,3.3224,429.0,17.42,32.81
0.32303,5.291,64.2,9.2772,337.0,16.6,29.86
0.81006,5.12,51.7,1.5642,459.0,16.99,26.29
0.25539,5.237,30.5,6.4179,227.0,12.72,33.25
0.68182,6.631,89.2,5.8632,559.0,18.84,30.08
0.76047,5.724,32.6,4.6784,248.0,17.03,35.72
0.59604,7.279,44.8,5.3403,331.0,19.65,40.98
0.4721,5.718,43.2,6.8293,526.0,16.85,27.55
0.41243,6.092,89.7,2.775,439.0,13.49,37.54
0.34952,6.771,73.8,7.292,357.0,18.48,41.19
0.9296,7.003,83.7,9.8598,389.0,13.72,38.41
0.83079,7.031,40.0,9.3618,542.0,20.72,33.61
0.96506,6.604,70.0,2.6929,336.0,18.13,42.12
0.12517,6.512,65.7,2.6417,548.0,13.57,34.1
0.73114,6.296,86.6,3.9499,235.0,21.62,33.61
0.9384,6.389,92.5,4.9718,511.0,17.18,33.37
0.18205,5.724,21.0,5.493,539.0,12.73,36.74
0.06743,5.591,73.9,8.4767,273.0,18.27,31.86
0.74138,5.998,24.1,1.6235,372.0,14.53,35.59
0.5749,5.915,63.9,1.3814,266.0,20.04,31.51
0.84199,5.773,43.0,5.311,483.0,20.18,29.49
0.14063,6.348,44.5,8.6688,414.0,21.79,30.55
0.79547,6.478,48.2,3.1278,454.0,17.02,35.97
0.20243,6.044,69.7,8.0565,279.0,16.55,33.22
0.16449,6.739,46.7,3.8581,285.0,19.53,34.84
0.1651,5.429,78.6,10.7469,217.0,13.32,35.24
0.81476,5.903,52.4,10.8526,329.0,17.47,31.34
0.66553,5.642,25.5,4.2702,424.0,17.46,29.75
0.52354,5.067,82.7,3.5299,543.0,12.89,28.67
0.35947,5.959,42.9,5.5243,467.0,16.18,33.6
0.87732,5.939,54.6,3.6458,374.0,20.53,28.39
0.39305,6.757,74.8,8.3962,581.0,20.56,33.24
0.81678,6.315,46.6,10.0867,488.0,12.99,33.28
0.4397,5.488,24.5,8.404,572.0,12.91,35.05
0.37757,6.927,49.9,10.0679,411.0,14.63,39.56
0.46322,6.611,95.6,5.3669,304.0,20.75,33.67
0.30208,6.291,71.3,2.7195,221.0,13.29,37.28
0.74786,5.887,73.7,9.1175,490.0,19.2,29.32
0.50322,5.52,70.6,4.9652,249.0,13.01,35.47
0.23298,5.814,35.9,8.384,321.0,18.23,32.82
0.89967,6.544,53.5,3.9771,413.0,15.56,36.53
0.38451,6.942,80.1,1.8935,426.0,19.89,36.65
0.54401,6.772,28.1,11.9184,440.0,14.34,36.58
0.90657,5.756,42.2,2.7182,267.0,18.39,32.97
0.62461,5.44,42.1,11.8726,352.0,14.36,27.38
0.11778,6.07,54.6,11.7501,447.0,19.14,33.21
0.93989,5.116,98.4,9.732,588.0,20.74,23.56
0.62808,6.162,25.4,8.2537,491.0,13.27,33.99
0.33557,5.926,61.5,7.3559,569.0,20.67,32.92
0.14013,5.767,34.3,10.5271,505.0,17.94,30.78
0.79423,5.203,97.7,4.1838,437.0,13.27,27.77
0.62045,6.257,29.1,6.1445,277.0,16.28,38.68
0.53393,5.734,52.3,7.8133,467.0,13.61,33.59
0.894,5.415,79.0,5.5231,449.0,19.0,28.95
0.78881,4.564,76.4,5.7024,441.0,19.59,22.94
0.15252,5.986,53.8,4.6331,396.0,13.06,36.72
0.31241,6.886,47.7,7.2065,411.0,17.06,37.24
0.24924,6.831,51.8,10.3563,334.0,20.15,37.1
0.7442,5.771,41.1,3.2168,408.0,21.36,27.04
0.0345,5.699,36.4,11.2788,279.0,17.14,31.9
0.57032,6.234,58.6,8.58,522.0,21.5,33.89
0.7627,5.501,41.5,10.056,274.0,17.36,29.91
0.87689,6.151,43.0,7.1181,234.0,15.94,35.09
0.34274,6.383,72.5,9.5747,374.0,20.48,31.78
0.82144,6.613,97.5,1.1782,463.0,16.93,32.97
0.11152,5.95,68.3,10.0022,375.0,16.72,28.12
0.84661,5.898,26.2,1.4415,311.0,16.9,34.97
0.12836,5.561,26.0,10.789,423.0,20.47,29.61
0.39789,5.587,96.1,11.9116,339.0,20.32,27.82
0.7975,5.887,43.8,4.2347,573.0,16.04,31.84
0.15077,6.184,27.4,3.3135,569.0,15.33,35.09
0.23002,6.457,67.9,9.419,401.0,16.92,36.82
0.72253,5.598,69.9,3.7833,331.0,17.73,31.22
0.72032,6.746,71.9,10.5212,495.0,14.38,34.82
0.64151,5.864,41.4,2.1313,215.0,19.94,33.65
0.69425,5.989,21.2,2.3855,390.0,16.86,36.31
0.54318,5.626,97.2,11.7707,335.0,15.34,33.39
0.25255,4.788,40.1,8.4122,568.0,13.07,26.46
0.34635,6.442,74.1,10.3158,205.0,14.39,37.7
0.18242,6.368,76.5,4.5676,421.0,21.49,33.26
0.90854,5.859,68.8,8.4413,496.0,15.05,29.62
0.58381,6.033,45.0,7.5367,394.0,13.69,35.27
0.40145,6.258,41.7,7.6347,234.0,16.61,33.73
0.46254,5.219,67.8,8.5079,589.0,15.07,24.17
0.94734,5.735,89.3,7.329,407.0,12.35,33.55
0.1542,6.397,95.7,5.7197,446.0,15.23,34.05
0.58664,5.373,28.5,4.0351,295.0,17.44,32.64
0.50638,6.147,32.4,9.4544,393.0,17.52,33.89
0.61184,5.322,95.6,3.489,372.0,15.57,28.28
0.01909,6.233,78.9,8.6159,230.0,16.47,35.44
0.87225,5.982,90.6,3.5667,242.0,21.66,29.33
0.93219,5.192,36.2,7.8786,535.0,15.77,31.38
0.56557,6.582,67.0,9.2179,296.0,14.58,34.81
0.69695,5.633,76.1,3.4059,278.0,14.43,33.47
0.92258,5.595,74.4,1.6594,402.0,16.58,29.56
0.70753,6.1,52.7,2.4407,507.0,19.6,33.35
0.15339,6.574,21.2,7.666,225.0,14.06,39.68
0.57671,5.492,66.6,10.3439,431.0,19.09,27.21
0.60711,6.031,40.2,1.495,248.0,12.21,40.47
0.42471,6.214,56.0,9.0757,215.0,16.19,36.18
0.73671,6.347,96.6,4.7545,221.0,19.76,35.46
0.93443,6.088,51.9,6.2638,534.0,15.39,31.17
0.92564,5.816,87.2,11.2175,247.0,17.64,28.66
0.45139,5.586,35.1,4.6517,218.0,14.05,35.73
0.11412,6.043,73.8,6.1187,375.0,19.42,31.62
0.98486,5.464,98.2,1.1505,538.0,12.52,32.26
0.83906,4.539,28.2,1.8976,305.0,20.53,26.58
0.12554,6.218,20.7,3.8445,369.0,13.98,38.37
0.92092,6.452,54.7,1.3064,216.0,20.74,33.12
0.87003,4.819,27.4,7.9451,380.0,15.53,32.46
0.51932,5.495,79.9,5.6904,431.0,19.23,28.43
0.59168,6.31,93.2,7.0296,428.0,15.19,35.57
0.3996,7.029,54.7,2.9211,333.0,21.06,36.19
0.05571,6.01,40.7,4.2553,326.0,13.27,37.67
0.33586,5.636,54.8,8.3021,243.0,13.79,31.78
0.80305,5.909,77.9,11.6183,347.0,16.93,32.45
0.00563,6.687,20.7,1.5546,240.0,12.82,41.98
0.33417,5.677,67.2,10.7942,507.0,13.96,31.05
0.39877,5.6,69.1,7.3457,587.0,21.44,28.06
0.53786,5.759,71.0,7.2031,588.0,21.76,24.73
0.91994,5.523,39.4,6.5031,546.0,15.76,28.96
0.347,6.061,77.1,1.7633,440.0,21.23,32.37
0.34761,6.812,27.3,1.9886,480.0,17.45,42.34
0.73776,6.162,35.9,7.61,314.0,14.7,36.08
0.45277,5.874,90.2,4.7505,452.0,19.02,31.64
0.22538,5.854,79.1,11.0899,382.0,18.59,30.24
0.45299,5.218,21.1,5.4725,393.0,21.89,32.15
0.14172,6.442,39.9,2.5761,503.0,14.65,33.58
0.17721,5.961,37.2,8.8619,313.0,18.72,33.53
0.49887,5.91,41.7,4.2269,327.0,12.52,33.42
0.41951,7.597,39.8,6.7802,570.0,13.14,36.94
0.91493,6.149,25.0,8.6762,222.0,12.04,39.16
0.36303,5.624,56.7,10.9029,394.0,21.99,28.4
0.58101,5.787,78.6,9.7141,565.0,20.02,27.11
0.63263,6.574,68.5,8.44,444.0,19.87,33.22
0.01408,6.057,73.8,8.476,419.0,17.1,38.83
0.66387,5.281,26.5,11.4052,300.0,15.0,30.98
0.17886,6.46,96.1,4.2541,337.0,13.51,38.37
0.96111,5.666,87.1,1.0122,541.0,14.85,29.9
0.14951,6.937,84.4,3.9915,424.0,15.76,38.75
0.41521,6.54,85.8,3.3968,406.0,19.56,33.92
0.08626,5.776,94.6,8.2802,240.0,17.4,31.42
0.99688,6.641,63.5,7.9708,206.0,12.77,43.4
0.50269,6.034,36.0,7.5281,585.0,12.18,36.75
0.59579,6.426,69.3,1.1787,351.0,13.02,38.77
0.06801,6.242,79.4,9.0166,441.0,16.1,28.92
0.75021,5.577,79.0,4.5588,232.0,21.33,29.52
0.2107,5.678,61.7,8.3156,473.0,18.37,35.26
0.89816,6.515,25.5,7.1224,573.0,20.02,32.74
0.20593,5.833,49.7,4.77,430.0,16.66,35.19
0.1915,5.798,93.7,2.4803,250.0,15.62,37.16
0.03751,5.522,66.8,2.0386,433.0,13.08,33.75
0.47259,6.212,63.1,10.1467,507.0,20.76,28.77
0.56528,7.031,41.5,11.1024,363.0,19.83,31.99
0.06664,5.466,49.5,8.1477,552.0,13.68,32.19
0.77575,6.012,91.6,2.1378,459.0,17.12,30.72
0.45384,6.706,73.3,5.4223,560.0,16.87,35.34
0.52487,5.96,83.0,9.0183,449.0,18.25,28.13
0.44132,6.226,56.3,9.578,253.0,21.46,32.51
0.40136,5.469,70.4,2.3004,324.0,17.8,31.5
0.56008,6.214,39.9,1.0003,281.0,17.4,37.42
0.15609,5.906,76.4,8.8335,564.0,12.5,30.27
0.18275,6.493,54.2,4.9226,504.0,12.63,39.8
0.86192,6.594,55.4,3.7993,471.0,13.87,36.28
0.94617,7.295,71.9,1.1419,320.0,12.32,39.91
0.37394,6.29,94.9,6.9433,274.0,19.43,33.35
0.27147,6.163,25.1,10.3627,503.0,19.23,32.28
0.64436,6.097,86.0,11.5339,390.0,13.36,34.02
0.40933,5.823,43.4,7.2232,290.0,20.36,34.81
0.02636,6.169,55.5,6.6591,447.0,13.55,35.12
0.157,5.852,21.8,1.9356,216.0,15.01,37.24
0.71626,6.084,44.1,7.0376,330.0,14.49,33.58
0.65927,6.659,60.2,5.1798,387.0,15.72,39.03
0.02807,5.497,24.5,7.6785,259.0,14.55,34.7
0.22275,6.57,59.3,5.276,594.0,16.89,33.68
0.23184,6.659,94.2,3.6433,284.0,16.07,33.94
0.67222,5.941,28.4,2.0446,252.0,21.87,36.54
0.02069,4.939,81.2,4.4641,281.0,12.56,28.81
0.105,5.696,52.8,2.0631,508.0,13.42,32.46
0.80012,6.648,72.4,2.9459,370.0,12.53,39.83
0.17937,5.989,40.8,11.8607,426.0,18.26,29.48
0.65309,5.5,32.8,5.8851,208.0,12.55,32.67
0.23894,5.748,32.8,6.8506,214.0,20.36,28.7
0.10034,6.42,25.6,10.6098,378.0,17.12,37.26
0.24393,6.273,34.9,11.9513,527.0,17.27,31.81
0.72254,5.881,73.1,7.4099,554.0,17.62,35.87
0.85584,5.817,90.5,9.9372,235.0,13.71,31.76
0.83039,5.804,85.1,4.5964,415.0,13.98,31.15
0.39779,5.539,74.8,4.3632,565.0,15.19,29.0
0.66842,6.808,28.8,5.4297,355.0,17.93,38.73
0.20578,5.839,43.1,8.3976,532.0,14.1,31.81
0.29385,6.609,44.8,8.5041,253.0,13.16,40.97
0.89644,6.761,40.0,4.4676,574.0,21.7,31.72
0.01399,6.499,61.2,2.4653,501.0,12.22,35.28
0.08642,5.784,62.8,7.9564,577.0,20.03,25.02
0.20868,6.202,48.6,2.4116,471.0,19.88,28.87
0.02751,5.988,48.3,7.3634,345.0,14.97,34.03
0.18225,5.548,86.3,8.6276,575.0,13.36,29.3
0.58346,6.162,83.1,8.7067,310.0,13.46,34.19
0.422,5.41,44.6,9.2882,333.0,18.97,32.32
0.89278,6.594,93.1,10.6015,480.0,18.43,35.05
0.81763,5.768,96.2,6.4995,506.0,19.83,27.6
0.34248,6.101,46.1,9.0327,572.0,21.37,26.15
0.26016,6.142,48.4,7.8109,282.0,18.92,33.15
0.38031,5.871,60.5,3.053,519.0,13.56,32.57
0.5907,6.293,95.3,1.2826,495.0,14.43,33.57
0.2688,5.763,90.1,4.13,226.0,20.42,30.29
0.62452,6.436,28.2,5.8734,355.0,14.09,36.95
0.41,5.327,51.4,7.7882,313.0,12.73,32.06
0.5525,6.063,64.3,10.3496,322.0,19.03,31.03
0.43669,6.969,60.3,3.1587,593.0,16.03,37.66
0.29517,5.5,35.5,2.381,457.0,21.2,30.36
0.9485,5.661,88.7,11.5983,487.0,18.5,25.91
0.76384,6.257,74.2,2.1885,591.0,12.9,37.42
0.14097,6.09,87.0,6.2634,351.0,21.48,29.31
0.8686,6.175,88.7,7.4412,521.0,14.59,29.55
0.48794,6.245,79.9,6.9551,374.0,15.37,35.53
0.89466,6.317,55.1,1.9464,548.0,16.02,32.97
0.80006,6.555,68.8,1.6273,272.0,12.51,40.65
0.42579,6.205,32.8,2.1603,579.0,16.97,29.31
0.02345,5.879,73.9,7.4415,288.0,13.23,37.97
0.26941,6.336,34.3,6.9878,330.0,16.01,38.16
0.54209,6.95,75.5,3.5711,502.0,15.51,34.72
0.63384,5.934,38.4,8.0155,358.0,19.73,29.2
0.25863,5.513,29.4,10.0207,443.0,20.03,32.45
0.14022,6.554,33.2,1.4574,378.0,13.53,38.39
0.8351,5.94,20.2,6.4794,497.0,15.67,31.91
0.98442,4.914,77.5,8.5824,291.0,15.73,23.73
